0.0	0.0	5.25229e-06	0.00062919	0.83477
0.0	0.1	2.70808e-06	0.000677947	0.399453
0.0	0.2	1.67855e-05	0.000693067	2.42191
0.0	0.3	1.4881e-05	0.000933123	1.59475
0.0	0.4	6.35243e-06	0.001299	0.489026
0.0	0.5	1.3162e-06	0.00110537	0.119074
0.0	0.6	3.62522e-06	0.00118564	0.30576
0.0	0.7	2.01934e-06	0.000997291	0.202483
0.0	0.8	5.28963e-06	0.00130703	0.404705
0.0	0.9	5.35288e-06	0.00120087	0.445751
0.0	1.0	4.25357e-06	0.00171808	0.247577
-0.1	0.0	3.1219e-06	0.000699825	0.446097
-0.1	-0.1	7.87459e-06	0.000752011	1.04714
-0.1	0.1	4.35681e-06	0.000641067	0.679619
0.1	0.1	6.83615e-06	0.000670565	1.01946
-0.1	0.2	1.10348e-05	0.000862977	1.27869
0.1	0.2	4.39497e-06	0.000903621	0.486373
-0.1	0.3	1.48039e-05	0.000887599	1.66786
0.1	0.3	1.46932e-05	0.000999734	1.46971
-0.1	0.4	4.49542e-06	0.000996024	0.451336
0.1	0.4	7.63455e-06	0.00124173	0.61483
-0.1	0.5	9.48548e-06	0.000886834	1.06959
0.1	0.5	2.09063e-06	0.000621444	0.336414
-0.1	0.6	1.86422e-05	0.000544899	3.42123
0.1	0.6	4.35454e-06	0.000848646	0.513117
-0.1	0.7	7.75147e-06	0.00165908	0.467216
0.1	0.7	1.98604e-06	0.00110745	0.179335
-0.1	0.8	3.92604e-05	0.00139897	2.80639
0.1	0.8	3.54046e-06	0.00116169	0.304769
-0.1	0.9	4.70292e-06	0.00115683	0.406534
0.1	0.9	1.61625e-05	0.00113878	1.41928
-0.1	1.0	1.38451e-05	0.000908723	1.52358
0.1	1.0	1.51105e-05	0.00109858	1.37545
-0.2	0.0	8.93907e-06	0.000939368	0.951605
-0.2	-0.1	7.94183e-06	0.00122062	0.650637
-0.2	0.1	2.53264e-06	0.000959745	0.263887
-0.2	-0.2	1.40459e-05	0.000630357	2.22825
-0.2	0.2	6.86011e-06	0.000671809	1.02114
0.2	0.2	1.3565e-05	0.000890844	1.52272
-0.2	0.3	1.11152e-05	0.000582934	1.90677
0.2	0.3	8.78352e-06	0.00129802	0.676685
-0.2	0.4	6.5047e-06	0.000600411	1.08337
0.2	0.4	1.33596e-05	0.00084432	1.58229
-0.2	0.5	2.46848e-05	0.00103178	2.39245
0.2	0.5	3.88918e-06	0.00151775	0.256246
-0.2	0.6	1.16605e-05	0.00107075	1.089
0.2	0.6	3.57013e-06	0.0010932	0.326577
-0.2	0.7	6.35859e-06	0.0010142	0.626957
0.2	0.7	9.61709e-06	0.0012878	0.746784
-0.2	0.8	1.54368e-05	0.000901413	1.71251
0.2	0.8	6.30062e-06	0.00092872	0.67842
-0.2	0.9	2.03757e-05	0.00099061	2.05689
0.2	0.9	1.90291e-05	0.00162332	1.17223
-0.2	1.0	2.33044e-05	0.00110358	2.11171
0.2	1.0	1.04047e-05	0.00131534	0.791034
-0.3	0.0	3.81043e-06	0.00090921	0.419093
-0.3	-0.1	3.73848e-06	0.000586968	0.636913
-0.3	0.1	6.59614e-06	0.000792488	0.832333
-0.3	-0.2	1.22983e-05	0.000460968	2.66793
-0.3	0.2	4.14303e-06	0.000675555	0.613278
-0.3	-0.3	3.50082e-06	0.000870354	0.40223
-0.3	0.3	1.81085e-05	0.000840832	2.15364
0.3	0.3	4.11678e-06	0.00110793	0.371573
-0.3	0.4	2.64864e-06	0.000877401	0.301873
0.3	0.4	9.55349e-06	0.000841755	1.13495
-0.3	0.5	3.84813e-06	0.000949022	0.405484
0.3	0.5	7.86418e-06	0.00105709	0.743945
-0.3	0.6	1.16191e-05	0.000877355	1.32433
0.3	0.6	4.83292e-06	0.0013719	0.352279
-0.3	0.7	3.88183e-06	0.000677134	0.573274
0.3	0.7	3.85656e-06	0.00126938	0.303815
-0.3	0.8	1.94804e-05	0.00102355	1.90321
0.3	0.8	9.83515e-06	0.00119599	0.822343
-0.3	0.9	1.57524e-05	0.000959185	1.64226
0.3	0.9	1.21845e-05	0.00139656	0.872469
-0.3	1.0	2.08019e-05	0.00109877	1.89321
0.3	1.0	9.05934e-06	0.00168531	0.537548
-0.4	0.0	6.40153e-06	0.0007841	0.816418
-0.4	-0.1	8.74214e-06	0.000742646	1.17716
-0.4	0.1	6.77782e-06	0.000856301	0.791522
-0.4	-0.2	5.18855e-06	0.000601502	0.862599
-0.4	0.2	5.72172e-06	0.000867168	0.659817
-0.4	-0.3	7.48982e-06	0.000780356	0.959795
-0.4	0.3	1.16729e-05	0.000987109	1.18253
-0.4	-0.4	1.76629e-06	0.000631435	0.279727
-0.4	0.4	7.93216e-06	0.00090891	0.872712
0.4	0.4	5.25499e-06	0.00132521	0.396541
-0.4	0.5	4.46914e-06	0.00114318	0.39094
0.4	0.5	1.2071e-05	0.000970526	1.24376
-0.4	0.6	5.60435e-06	0.000881768	0.635582
0.4	0.6	9.14942e-06	0.00106555	0.858654
-0.4	0.7	1.05939e-05	0.000846965	1.25081
0.4	0.7	9.11405e-06	0.000854157	1.06702
-0.4	0.8	1.13422e-05	0.000959234	1.18243
0.4	0.8	5.44751e-06	0.00086623	0.628875
-0.4	0.9	1.05916e-05	0.000858299	1.23402
0.4	0.9	5.19248e-06	0.0011357	0.457205
-0.4	1.0	1.50532e-05	0.00119851	1.25599
0.4	1.0	8.43248e-06	0.00124367	0.678032
-0.5	0.0	1.1295e-05	0.000439912	2.56755
-0.5	-0.1	2.1351e-06	0.0003558	0.600084
-0.5	0.1	2.27755e-06	0.000679577	0.335142
-0.5	-0.2	9.86676e-06	0.000726378	1.35835
-0.5	0.2	3.13557e-06	0.000492288	0.636938
-0.5	-0.3	4.89255e-06	0.000696035	0.702917
-0.5	0.3	1.6467e-05	0.000855445	1.92496
-0.5	-0.4	1.20414e-05	0.000772865	1.55802
-0.5	0.4	1.52394e-05	0.00108302	1.40712
-0.5	-0.5	6.85413e-06	0.000599134	1.14401
-0.5	0.5	2.6418e-06	0.000626033	0.42199
0.5	0.5	1.92523e-05	0.00102984	1.86944
-0.5	0.6	8.92545e-06	0.000969348	0.920769
0.5	0.6	1.44063e-05	0.00135266	1.06503
-0.5	0.7	1.29992e-05	0.000823054	1.57938
0.5	0.7	8.46656e-06	0.00121213	0.698484
-0.5	0.8	4.58767e-06	0.000838324	0.547244
0.5	0.8	4.90517e-06	0.00118713	0.413194
-0.5	0.9	1.48215e-05	0.000876355	1.69127
0.5	0.9	1.29437e-05	0.00120917	1.07047
-0.5	1.0	1.59544e-05	0.00112751	1.41501
0.5	1.0	8.2876e-06	0.00147825	0.560634
-0.6	0.0	1.52991e-05	0.000680886	2.24694
-0.6	-0.1	1.10097e-05	0.000678632	1.62233
-0.6	0.1	1.40803e-05	0.000790266	1.78172
-0.6	-0.2	9.84724e-06	0.000655167	1.50301
-0.6	0.2	1.29644e-05	0.000846856	1.53089
-0.6	-0.3	7.34059e-06	0.000634055	1.15772
-0.6	0.3	1.86728e-05	0.000489879	3.81173
-0.6	-0.4	6.7293e-06	0.000848833	0.792771
-0.6	0.4	5.48836e-06	0.000609189	0.900929
-0.6	-0.5	1.11187e-05	0.0005041	2.20566
-0.6	0.5	1.13891e-05	0.000662678	1.71864
-0.6	-0.6	9.00232e-06	0.000428866	2.0991
-0.6	0.6	1.17242e-05	0.000758311	1.54609
0.6	0.6	5.64136e-06	0.0011286	0.499854
-0.6	0.7	1.03136e-05	0.000744521	1.38526
0.6	0.7	4.94685e-06	0.00112642	0.439164
-0.6	0.8	1.49612e-05	0.000986288	1.51692
0.6	0.8	8.11249e-06	0.00119283	0.680103
-0.6	0.9	4.31298e-06	0.00126337	0.341388
0.6	0.9	7.63358e-06	0.00151622	0.503461
-0.6	1.0	5.89039e-06	0.00137445	0.428565
0.6	1.0	5.30924e-06	0.0012366	0.429343
-0.7	0.0	1.02963e-05	0.000461957	2.22886
-0.7	-0.1	1.62093e-05	0.000420388	3.8558
-0.7	0.1	7.98704e-06	0.000777464	1.02732
-0.7	-0.2	5.41014e-06	0.000619112	0.873855
-0.7	0.2	1.25932e-05	0.000547287	2.30102
-0.7	-0.3	4.67537e-06	0.000447121	1.04566
-0.7	0.3	1.8724e-06	0.00071551	0.261688
-0.7	-0.4	1.3108e-05	0.000791468	1.65616
-0.7	0.4	2.66168e-06	0.000619122	0.429912
-0.7	-0.5	7.13838e-06	0.0006145	1.16166
-0.7	0.5	1.87131e-05	0.00101809	1.83806
-0.7	-0.6	4.57789e-06	0.000557502	0.821144
-0.7	0.6	1.17832e-05	0.000937922	1.25631
-0.7	-0.7	1.64695e-05	0.000668568	2.4634
-0.7	0.7	8.83368e-06	0.000934121	0.945668
0.7	0.7	5.19292e-06	0.0013758	0.377447
-0.7	0.8	6.65997e-06	0.000996943	0.66804
0.7	0.8	1.27178e-05	0.00118042	1.07739
-0.7	0.9	6.7522e-06	0.000610311	1.10635
0.7	0.9	1.5028e-05	0.00123715	1.21473
-0.7	1.0	5.44535e-06	0.00113912	0.478031
0.7	1.0	3.04056e-06	0.00150161	0.202487
-0.8	0.0	9.07262e-06	0.000515089	1.76137
-0.8	-0.1	9.02265e-06	0.00046439	1.9429
-0.8	0.1	9.54178e-06	0.000838702	1.13768
-0.8	-0.2	2.8537e-05	0.000548178	5.20579
-0.8	0.2	1.1589e-05	0.000511033	2.26777
-0.8	-0.3	9.74607e-06	0.000555446	1.75464
-0.8	0.3	3.12841e-05	0.000613399	5.10013
-0.8	-0.4	1.00676e-05	0.000676722	1.48771
-0.8	0.4	4.90724e-06	0.000345399	1.42074
-0.8	-0.5	1.40414e-05	0.000694542	2.02168
