0.0	5.05295e-06	8.40945e-05	6.00866
-0.1	1.60177e-06	6.32623e-05	2.53195
0.1	3.95882e-06	0.000103112	3.83934
-0.2	2.70087e-06	7.74945e-05	3.48524
0.2	3.1197e-06	7.21167e-05	4.3259
-0.3	1.57293e-05	5.03989e-05	31.2096
0.3	1.08848e-05	0.000104903	10.376
-0.4	2.68602e-06	8.37099e-05	3.20873
0.4	5.5393e-06	9.29311e-05	5.96065
-0.5	5.85513e-06	6.58089e-05	8.89718
0.5	8.08615e-06	0.000109612	7.37704
-0.6	9.06539e-06	6.87089e-05	13.1939
0.6	1.92509e-05	0.000125228	15.3727
-0.7	1.27538e-05	8.68733e-05	14.681
0.7	3.9635e-06	0.000183795	2.15647
-0.8	1.20897e-05	3.01933e-05	40.0409
0.8	9.97924e-06	0.000185728	5.37304
-0.9	2.13372e-05	6.06356e-05	35.1893
0.9	5.4513e-06	0.000117171	4.65242
1.0	1.19986e-05	0.000169654	7.07244
