1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9991	+-	0.000406885	0.99926	+- 
4	0.9826	+-	0.00116619	0.983221	+- 
5	0.9154	+-	0.00238141	0.918714	+- 
6	0.7935	+-	0.00393065	0.79503	+- 
7	0.6405	+-	0.00258736	0.636029	+- 
8	0.4748	+-	0.00472535	0.474427	+- 
9	0.3304	+-	0.0049085	0.333477	+- 
10	0.2234	+-	0.00343899	0.223037	+- 
11	0.143	+-	0.00325918	0.143091	+- 
12	0.0819	+-	0.00253618	0.0886361	+- 
13	0.0499	+-	0.0022971	0.0532918	+- 
14	0.0303	+-	0.00188001	0.0312322	+- 
15	0.0179	+-	0.00133708	0.0179033	+- 
16	0.0086	+-	0.00087178	0.0100665	+- 
17	0.0053	+-	0.000919541	0.0055648	+- 
18	0.0031	+-	0.000406885	0.00303036	+- 
19	0.0015	+-	0.000223607	0.00162825	+- 
20	0.0012	+-	0.000326599	0.000864438	+- 
