1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	1	+-	0	1	+- 
4	1	+-	0	1	+- 
5	0.9993	+-	0.000260342	1	+- 
6	0.9661	+-	0.00246959	0.96875	+- 
7	0.8884	+-	0.00322903	0.890625	+- 
8	0.7656	+-	0.00306304	0.773438	+- 
9	0.6372	+-	0.00371723	0.636719	+- 
10	0.4895	+-	0.00651878	0.5	+- 
11	0.3728	+-	0.00382623	0.376953	+- 
12	0.278	+-	0.00367575	0.274414	+- 
13	0.1935	+-	0.00478017	0.193848	+- 
14	0.1303	+-	0.00376844	0.133423	+- 
15	0.0916	+-	0.00347755	0.0897827	+- 
16	0.0591	+-	0.00215742	0.0592346	+- 
17	0.0387	+-	0.00141461	0.0384064	+- 
18	0.0242	+-	0.00139682	0.0245209	+- 
19	0.0157	+-	0.000731057	0.0154419	+- 
20	0.0098	+-	0.000963789	0.00960541	+- 
