1	1	+-	0	1	+- 
3	1	+-	0	1	+- 
5	1	+-	0	1	+- 
7	0.9954	+-	0.000718022	0.995779	+- 
9	0.9321	+-	0.00336138	0.935079	+- 
11	0.7348	+-	0.0056545	0.746362	+- 
13	0.4809	+-	0.00586411	0.482542	+- 
15	0.2463	+-	0.00515978	0.255605	+- 
17	0.1078	+-	0.0022151	0.114375	+- 
19	0.0387	+-	0.00122066	0.0445612	+- 
21	0.0141	+-	0.000924362	0.0155001	+- 
23	0.0044	+-	0.000476095	0.0049096	+- 
25	0.0008	+-	0.000249444	0.00143814	+- 
27	0.0004	+-	0.000163299	0.000394334	+- 
29	0.0002	+-	0.000133333	0.000102193	+- 
