0.0	0.0	2.59645e-05
0.0	-0.1	1.70913e-05
0.0	0.1	7.93348e-05
0.0	-0.2	5.30543e-05
0.0	0.2	6.07735e-05
0.0	-0.3	8.35927e-05
0.0	0.3	0.00017796
0.0	-0.4	7.31032e-05
0.0	0.4	0.000300457
0.0	-0.5	0.000273411
0.0	0.5	0.000297371
0.0	-0.6	0.000392583
0.0	0.6	0.000569262
0.0	-0.7	0.000260233
0.0	0.7	0.000733004
0.0	-0.8	0.000488051
0.0	0.8	0.000979396
0.0	-0.9	0.000765708
0.0	0.9	0.0015938
0.0	1.0	0.00399954
-0.1	0.0	0.000102701
0.1	0.0	1.70517e-05
-0.1	-0.1	8.70554e-05
-0.1	0.1	0.000101454
0.1	-0.1	8.3586e-05
0.1	0.1	9.71621e-05
-0.1	-0.2	5.98107e-05
-0.1	0.2	0.000128265
0.1	-0.2	8.9098e-05
0.1	0.2	1.41343e-05
-0.1	-0.3	4.86885e-05
-0.1	0.3	0.000400465
0.1	-0.3	0.000100971
0.1	0.3	7.47766e-05
-0.1	-0.4	9.88668e-05
-0.1	0.4	0.000454174
0.1	-0.4	5.85027e-05
0.1	0.4	0.000265423
-0.1	-0.5	3.51291e-05
-0.1	0.5	0.000683674
0.1	-0.5	0.000236535
0.1	0.5	0.000214604
-0.1	-0.6	0.000261965
-0.1	0.6	0.000597618
0.1	-0.6	0.000412551
0.1	0.6	0.000569318
-0.1	-0.7	0.000248244
-0.1	0.7	0.00121622
0.1	-0.7	0.000593381
0.1	0.7	0.000813908
-0.1	-0.8	0.000504335
-0.1	0.8	0.000997943
0.1	-0.8	0.000536916
0.1	0.8	0.00118475
-0.1	-0.9	0.000521114
-0.1	0.9	0.00205367
0.1	-0.9	0.000984131
0.1	0.9	0.00153818
-0.1	1.0	0.00422088
0.1	1.0	0.00291165
-0.2	0.0	0.000148598
0.2	0.0	6.89298e-05
-0.2	-0.1	5.65753e-05
-0.2	0.1	7.45081e-05
0.2	-0.1	0.000162528
0.2	0.1	4.42448e-05
