1	1	1
2	1	1
3	0.977	0.986648
4	0.843	0.874472
5	0.628	0.665796
6	0.373	0.442574
7	0.199	0.264083
8	0.115	0.144842
9	0.04	0.0743378
10	0.025	0.0361771
11	0.006	0.0168594
12	0.004	0.00757997
13	0	0.00330678
14	0	0.00140606
15	0	0.000584819
16	0	0.000238621
17	0	9.574e-05
18	0	3.78465e-05
19	0	1.47644e-05
20	0	5.692e-06
