1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.95916	+-	0.00079198	0.962382	+- 
4	0.73628	+-	0.00219257	0.742601	+- 
5	0.45188	+-	0.00219789	0.456459	+- 
6	0.23578	+-	0.00192031	0.236466	+- 
7	0.10576	+-	0.00148834	0.108152	+- 
8	0.04386	+-	0.000871316	0.0450873	+- 
9	0.01714	+-	0.000567853	0.0175089	+- 
10	0.00614	+-	0.00034877	0.0064302	+- 
11	0.00224	+-	0.000234843	0.00225775	+- 
12	0.00072	+-	0.000117942	0.000764013	+- 
13	0.00028	+-	7.58086e-05	0.000250693	+- 
14	2e-05	+-	2e-05	8.01395e-05	+- 
15	2e-05	+-	2e-05	2.50511e-05	+- 
