1	1	+-	0	1	+- 
2	0.99996	+-	4e-05	1	+- 
3	0.96008	+-	0.00103523	0.955126	+- 
4	0.73794	+-	0.00204089	0.70957	+- 
5	0.4565	+-	0.0025018	0.412782	+- 
6	0.23198	+-	0.00197505	0.200863	+- 
7	0.10552	+-	0.00142291	0.0859883	+- 
8	0.04514	+-	0.000942428	0.0334913	+- 
9	0.01728	+-	0.000491595	0.0121382	+- 
10	0.00602	+-	0.000322604	0.00415778	+- 
11	0.00232	+-	0.000212737	0.00136105	+- 
12	0.00088	+-	0.000132911	0.000429279	+- 
13	0.0002	+-	6.99854e-05	0.000131261	+- 
14	4e-05	+-	2.79942e-05	3.90962e-05	+- 
15	2e-05	+-	2e-05	1.13858e-05	+- 
