1	1	+-	0	1	+- 
2	0.99996	+-	2.79942e-05	1	+- 
3	0.9439	+-	0.00101469	0.937193	+- 
4	0.67536	+-	0.00253252	0.635221	+- 
5	0.37134	+-	0.00201172	0.32441	+- 
6	0.17294	+-	0.00154904	0.136318	+- 
7	0.06914	+-	0.00116269	0.0500017	+- 
8	0.02494	+-	0.000792521	0.0166182	+- 
9	0.0089	+-	0.000465328	0.00512716	+- 
10	0.0031	+-	0.00025435	0.00149283	+- 
11	0.00076	+-	0.000116269	0.000414976	+- 
12	0.00026	+-	7.98468e-05	0.00011107	+- 
13	6e-05	+-	3.39267e-05	2.88068e-05	+- 
14	2e-05	+-	2e-05	7.27509e-06	+- 
15	0	+-	0	1.79596e-06	+- 
