1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.96798	+-	0.000720822	0.979293	+- 
4	0.7901	+-	0.00198139	0.829615	+- 
5	0.51994	+-	0.00206909	0.587218	+- 
6	0.29776	+-	0.00224146	0.358019	+- 
7	0.15284	+-	0.0014301	0.194696	+- 
8	0.06986	+-	0.00119591	0.0970125	+- 
9	0.02842	+-	0.000944194	0.0451579	+- 
10	0.01146	+-	0.000432562	0.019913	+- 
11	0.00496	+-	0.000289912	0.008404	+- 
12	0.00186	+-	0.000182969	0.00342064	+- 
13	0.00056	+-	0.000111245	0.00135067	+- 
14	0.00018	+-	7.39001e-05	0.000519749	+- 
15	2e-05	+-	2e-05	0.000195621	+- 
