1	1	1
2	1	1
3	0.942	0.946661
4	0.675	0.673338
5	0.36	0.368089
6	0.16	0.166964
7	0.069	0.0663745
8	0.024	0.0239588
9	0.011	0.00803817
10	0.004	0.00254697
11	0	0.000770894
12	0	0.000224739
13	0	6.35034e-05
14	0	1.7476e-05
15	0	4.7018e-06
16	0	1.24045e-06
17	0	3.21707e-07
18	0	8.21839e-08
19	0	2.07154e-08
20	0	5.15937e-09
