0.0	0.0	2.4538e-05
0.0	0.1	0.000112908
0.0	0.2	5.16176e-05
0.0	0.3	1.79082e-05
0.0	0.4	0.000101422
0.0	0.5	2.50527e-05
0.0	0.6	7.61136e-05
0.0	0.7	9.2999e-05
0.0	0.8	5.06214e-05
0.0	0.9	8.50206e-05
0.0	1.0	5.34529e-05
-0.1	0.0	2.93983e-05
-0.1	-0.1	2.48496e-05
-0.1	0.1	2.12523e-05
0.1	0.1	4.74319e-05
-0.1	0.2	4.95781e-05
0.1	0.2	5.34395e-05
-0.1	0.3	5.25553e-05
0.1	0.3	7.08085e-05
-0.1	0.4	3.22457e-05
0.1	0.4	1.71814e-05
-0.1	0.5	9.19837e-05
0.1	0.5	3.92912e-05
-0.1	0.6	4.45012e-05
0.1	0.6	9.88203e-05
-0.1	0.7	2.73391e-05
0.1	0.7	4.88307e-05
-0.1	0.8	0.000106654
0.1	0.8	2.87254e-05
-0.1	0.9	2.51896e-05
0.1	0.9	0.000150194
-0.1	1.0	0.000133999
0.1	1.0	4.33442e-05
-0.2	0.0	5.64967e-05
-0.2	-0.1	8.67301e-06
-0.2	0.1	1.60224e-05
-0.2	-0.2	0.000186095
-0.2	0.2	2.83082e-05
0.2	0.2	4.20588e-05
-0.2	0.3	0.00013365
0.2	0.3	3.90864e-05
-0.2	0.4	4.83417e-06
0.2	0.4	2.5464e-05
-0.2	0.5	6.69042e-05
0.2	0.5	1.5787e-05
-0.2	0.6	3.02856e-05
0.2	0.6	2.77603e-05
-0.2	0.7	4.35807e-05
0.2	0.7	6.10396e-05
-0.2	0.8	2.07531e-05
0.2	0.8	3.95802e-05
-0.2	0.9	6.75041e-05
0.2	0.9	0.000100604
-0.2	1.0	2.65991e-05
0.2	1.0	5.81143e-05
-0.3	0.0	2.84533e-05
-0.3	-0.1	9.56813e-05
-0.3	0.1	1.27617e-05
-0.3	-0.2	1.70402e-05
-0.3	0.2	1.82006e-05
-0.3	-0.3	2.27193e-05
-0.3	0.3	0.000104703
0.3	0.3	8.35967e-05
-0.3	0.4	0.000101895
0.3	0.4	3.11297e-05
-0.3	0.5	6.93139e-05
0.3	0.5	3.02545e-05
-0.3	0.6	3.60996e-05
0.3	0.6	5.63182e-05
-0.3	0.7	2.68131e-05
0.3	0.7	0.000100241
-0.3	0.8	5.43853e-05
0.3	0.8	4.25894e-05
-0.3	0.9	4.27591e-05
0.3	0.9	4.05637e-05
-0.3	1.0	0.000147634
0.3	1.0	8.48155e-05
-0.4	0.0	7.23666e-05
-0.4	-0.1	4.20635e-05
-0.4	0.1	5.08944e-05
-0.4	-0.2	8.25496e-06
-0.4	0.2	3.44377e-05
-0.4	-0.3	3.83324e-05
-0.4	0.3	9.9653e-06
-0.4	-0.4	7.07362e-05
-0.4	0.4	4.04497e-05
0.4	0.4	0.000121846
-0.4	0.5	4.72261e-05
0.4	0.5	5.38763e-05
-0.4	0.6	2.15371e-05
0.4	0.6	3.11578e-05
-0.4	0.7	0.00012684
0.4	0.7	0.0001531
-0.4	0.8	7.28803e-05
0.4	0.8	5.48283e-05
-0.4	0.9	3.79184e-05
0.4	0.9	0.000132285
-0.4	1.0	4.14206e-05
0.4	1.0	2.54631e-05
-0.5	0.0	4.60317e-06
-0.5	-0.1	5.88393e-05
-0.5	0.1	6.87549e-05
-0.5	-0.2	4.19919e-05
-0.5	0.2	1.14562e-05
-0.5	-0.3	3.04978e-05
-0.5	0.3	3.07699e-05
-0.5	-0.4	4.58792e-05
-0.5	0.4	1.51635e-05
-0.5	-0.5	1.9564e-05
-0.5	0.5	6.28588e-05
0.5	0.5	0.000122543
-0.5	0.6	0.000257517
0.5	0.6	6.03026e-05
-0.5	0.7	5.88837e-05
0.5	0.7	4.64737e-05
-0.5	0.8	5.14891e-05
0.5	0.8	4.66633e-05
-0.5	0.9	0.000120991
0.5	0.9	5.07087e-05
-0.5	1.0	5.02188e-05
0.5	1.0	9.63518e-05
-0.6	0.0	2.06845e-05
-0.6	-0.1	3.4758e-05
-0.6	0.1	2.82579e-05
-0.6	-0.2	4.86617e-05
-0.6	0.2	0.000195235
-0.6	-0.3	1.504e-05
-0.6	0.3	3.31139e-05
-0.6	-0.4	3.20501e-05
-0.6	0.4	2.9604e-05
-0.6	-0.5	3.39891e-05
-0.6	0.5	0.000113403
-0.6	-0.6	4.21237e-05
-0.6	0.6	5.07162e-05
0.6	0.6	1.65672e-05
-0.6	0.7	3.54244e-05
0.6	0.7	4.58638e-05
-0.6	0.8	5.4826e-05
0.6	0.8	2.49891e-05
-0.6	0.9	0.000157972
0.6	0.9	6.51088e-05
-0.6	1.0	2.34072e-05
0.6	1.0	7.46206e-05
-0.7	0.0	5.25963e-05
-0.7	-0.1	3.56416e-05
-0.7	0.1	0.00014349
-0.7	-0.2	1.8558e-05
-0.7	0.2	2.12832e-05
-0.7	-0.3	5.46549e-05
-0.7	0.3	4.59988e-05
-0.7	-0.4	2.55965e-05
-0.7	0.4	3.2465e-05
-0.7	-0.5	3.27469e-05
-0.7	0.5	7.04358e-05
-0.7	-0.6	1.7283e-05
-0.7	0.6	0.000145166
-0.7	-0.7	4.27163e-05
-0.7	0.7	3.08649e-05
0.7	0.7	6.84381e-05
-0.7	0.8	4.73278e-05
0.7	0.8	5.56324e-05
-0.7	0.9	4.7291e-05
0.7	0.9	8.10967e-05
-0.7	1.0	6.26299e-05
0.7	1.0	7.41037e-05
-0.8	0.0	4.13514e-05
-0.8	-0.1	2.48952e-05
-0.8	0.1	3.84915e-05
-0.8	-0.2	4.39069e-05
-0.8	0.2	0.000106162
-0.8	-0.3	5.72959e-05
-0.8	0.3	2.86598e-05
-0.8	-0.4	1.53333e-05
-0.8	0.4	3.11965e-05
-0.8	-0.5	5.86127e-06
-0.8	0.5	1.57737e-05
-0.8	-0.6	2.87409e-05
-0.8	0.6	3.66045e-05
-0.8	-0.7	3.92674e-05
-0.8	0.7	5.35205e-05
-0.8	-0.8	6.98151e-06
-0.8	0.8	4.61233e-05
0.8	0.8	7.26709e-05
-0.8	0.9	4.84583e-05
0.8	0.9	5.85656e-05
-0.8	1.0	4.73205e-05
0.8	1.0	5.06152e-05
-0.9	0.0	5.82793e-06
-0.9	-0.1	4.05005e-05
-0.9	0.1	4.17889e-05
-0.9	-0.2	1.39275e-05
-0.9	0.2	7.84917e-05
-0.9	-0.3	2.93087e-05
-0.9	0.3	6.73473e-05
-0.9	-0.4	3.47008e-05
-0.9	0.4	2.36361e-05
-0.9	-0.5	2.30807e-06
-0.9	0.5	2.14615e-05
-0.9	-0.6	4.25406e-05
-0.9	0.6	5.79607e-05
-0.9	-0.7	7.81115e-05
-0.9	0.7	1.85715e-05
-0.9	-0.8	2.26582e-05
-0.9	0.8	8.44833e-05
-0.9	-0.9	5.0789e-06
-0.9	0.9	1.74446e-05
0.9	0.9	0.000163422
-0.9	1.0	2.34913e-05
0.9	1.0	7.14246e-05
1.0	1.0	9.48516e-05
