0.0	9.01181e-05	7.00289e-05	128.687
-0.1	8.49693e-05	5.52666e-05	153.744
0.1	6.60994e-05	4.90867e-05	134.658
-0.2	0.000118649	3.03711e-05	390.665
0.2	6.52258e-05	3.40711e-05	191.44
-0.3	0.000153032	2.72489e-05	561.608
0.3	8.86302e-05	4.33978e-05	204.227
-0.4	0.00016	4.06033e-05	394.057
0.4	0.000118622	4.79767e-05	247.249
-0.5	0.000128146	1.58578e-05	808.094
0.5	0.000113953	4.42489e-05	257.527
-0.6	0.000176611	2.321e-05	760.926
0.6	6.68156e-05	6.74e-05	99.1329
-0.7	0.000148761	5.85434e-05	254.103
0.7	0.000111116	5.45511e-05	203.692
-0.8	0.000195409	1.53289e-05	1274.78
0.8	8.78636e-05	4.49688e-05	195.388
-0.9	0.000381146	1.269e-05	3003.52
0.9	7.52363e-05	6.60511e-05	113.906
1.0	0.000166926	0.000100311	166.408
