1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9588	+-	0.00116237	0.959493	+- 
4	0.7284	+-	0.00348393	0.729205	+- 
5	0.4428	+-	0.00363868	0.438392	+- 
6	0.2195	+-	0.00312072	0.221441	+- 
7	0.0995	+-	0.00251772	0.0986107	+- 
8	0.0414	+-	0.00191601	0.039996	+- 
9	0.0136	+-	0.000979796	0.0151046	+- 
10	0.0054	+-	0.00077746	0.00539327	+- 
11	0.0015	+-	0.000268742	0.0018408	+- 
12	0.0005	+-	0.000166667	0.000605463	+- 
13	0.0003	+-	0.000152753	0.000193086	+- 
14	0	+-	0	5.99863e-05	+- 
15	0	+-	0	1.82226e-05	+- 
16	0	+-	0	5.4291e-06	+- 
17	0	+-	0	1.59023e-06	+- 
18	0	+-	0	4.58854e-07	+- 
19	0	+-	0	1.30648e-07	+- 
20	0	+-	0	3.67582e-08	+- 
