1	1	+-	0	1	+- 
2	0.9999	+-	0.0001	1	+- 
3	0.8986	+-	0.00222711	0.904405	+- 
4	0.5082	+-	0.00560714	0.517772	+- 
5	0.2038	+-	0.00356776	0.209029	+- 
6	0.0662	+-	0.00337244	0.0675544	+- 
7	0.0184	+-	0.00130128	0.0188121	+- 
8	0.0058	+-	0.000628932	0.00471366	+- 
9	0.001	+-	0.000333333	0.00109191	+- 
10	0.0004	+-	0.000163299	0.00023808	+- 
11	0	+-	0	4.9474e-05	+- 
12	0	+-	0	9.8868e-06	+- 
13	0	+-	0	1.91279e-06	+- 
14	0	+-	0	3.60109e-07	+- 
15	0	+-	0	6.62355e-08	+- 
16	0	+-	0	1.19404e-08	+- 
17	0	+-	0	2.1151e-09	+- 
18	0	+-	0	3.68931e-10	+- 
19	0	+-	0	6.34777e-11	+- 
20	0	+-	0	1.07894e-11	+- 
