1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.919	+-	0.00217562	0.925926	+- 
4	0.5854	+-	0.00191601	0.592593	+- 
5	0.268	+-	0.00693942	0.279321	+- 
6	0.1004	+-	0.00270883	0.107296	+- 
7	0.0361	+-	0.00194622	0.0358153	+- 
8	0.0096	+-	0.00112744	0.010806	+- 
9	0.0034	+-	0.0004	0.00302232	+- 
10	0.0006	+-	0.000163299	0.000797008	+- 
11	0.0001	+-	0.0001	0.000200542	+- 
12	0.0001	+-	0.0001	4.85653e-05	+- 
13	0	+-	0	1.1393e-05	+- 
14	0	+-	0	2.60193e-06	+- 
15	0	+-	0	5.80754e-07	+- 
16	0	+-	0	1.2708e-07	+- 
17	0	+-	0	2.733e-08	+- 
18	0	+-	0	5.7887e-09	+- 
19	0	+-	0	1.20961e-09	+- 
20	0	+-	0	2.49724e-10	+- 
