1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9931	+-	0.000862168	0.992242	+- 
4	0.906	+-	0.00322835	0.914076	+- 
5	0.7326	+-	0.00440757	0.744024	+- 
6	0.53	+-	0.00703009	0.53652	+- 
7	0.3469	+-	0.00346234	0.349726	+- 
8	0.214	+-	0.00440959	0.210258	+- 
9	0.1223	+-	0.00351836	0.118496	+- 
10	0.067	+-	0.0023094	0.0633823	+- 
11	0.0306	+-	0.00154344	0.0324819	+- 
12	0.0172	+-	0.00144376	0.0160642	+- 
13	0.0058	+-	0.000727247	0.00771011	+- 
14	0.0043	+-	0.000517472	0.00360714	+- 
15	0.0022	+-	0.000466667	0.00165083	+- 
16	0.0007	+-	0.000213437	0.000741181	+- 
17	0.0006	+-	0.000221108	0.000327224	+- 
18	0.0001	+-	0.0001	0.000142336	+- 
19	0.0001	+-	0.0001	6.10993e-05	+- 
20	0.0001	+-	0.0001	2.59187e-05	+- 
