1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9107	+-	0.00323883	0.915394	+- 
4	0.5524	+-	0.00446766	0.555003	+- 
5	0.24	+-	0.00395531	0.242649	+- 
6	0.0832	+-	0.00236549	0.0857035	+- 
7	0.0237	+-	0.00186815	0.0261955	+- 
8	0.0073	+-	0.00104403	0.00722103	+- 
9	0.0017	+-	0.0003	0.00184279	+- 
10	0.0003	+-	0.000152753	0.000443037	+- 
11	0.0001	+-	0.0001	0.000101573	+- 
12	0.0001	+-	0.0001	2.2404e-05	+- 
13	0	+-	0	4.78561e-06	+- 
14	0	+-	0	9.94955e-07	+- 
15	0	+-	0	2.02132e-07	+- 
16	0	+-	0	4.02529e-08	+- 
17	0	+-	0	7.87761e-09	+- 
18	0	+-	0	1.51821e-09	+- 
19	0	+-	0	2.88645e-10	+- 
20	0	+-	0	5.42152e-11	+- 
