1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.98	+-	0.00101105	0.983636	+- 
4	0.8496	+-	0.00381867	0.855349	+- 
5	0.6242	+-	0.00382623	0.631177	+- 
6	0.3951	+-	0.00298682	0.404186	+- 
7	0.2216	+-	0.00354087	0.231676	+- 
8	0.1221	+-	0.00365893	0.121888	+- 
9	0.0572	+-	0.0018607	0.0599632	+- 
10	0.0278	+-	0.0020155	0.0279599	+- 
11	0.0104	+-	0.00110755	0.0124815	+- 
12	0.0048	+-	0.000553775	0.00537473	+- 
13	0.0024	+-	0.000561743	0.00224553	+- 
14	0.001	+-	0.000298142	0.000914364	+- 
15	0.0002	+-	0.000133333	0.000364185	+- 
16	0.0001	+-	0.0001	0.000142294	+- 
17	0	+-	0	5.4669e-05	+- 
18	0	+-	0	2.06938e-05	+- 
19	0	+-	0	7.7303e-06	+- 
20	0	+-	0	2.85371e-06	+- 
