1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9516	+-	0.00277769	0.954991	+- 
4	0.6969	+-	0.00446828	0.708976	+- 
5	0.4055	+-	0.00394757	0.412023	+- 
6	0.1953	+-	0.00248574	0.200266	+- 
7	0.0829	+-	0.00203005	0.0856297	+- 
8	0.0295	+-	0.00159339	0.0333105	+- 
9	0.0112	+-	0.00127192	0.0120576	+- 
10	0.0031	+-	0.000585947	0.00412495	+- 
11	0.001	+-	0.000298142	0.00134859	+- 
12	0.0002	+-	0.000133333	0.000424806	+- 
13	0.0002	+-	0.000133333	0.000129727	+- 
14	0.0002	+-	0.000133333	3.85898e-05	+- 
15	0	+-	0	1.12239e-05	+- 
16	0	+-	0	3.20146e-06	+- 
17	0	+-	0	8.97741e-07	+- 
18	0	+-	0	2.47985e-07	+- 
19	0	+-	0	6.75931e-08	+- 
20	0	+-	0	1.82051e-08	+- 
