1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9615	+-	0.0016816	0.964571	+- 
4	0.7443	+-	0.00282469	0.752983	+- 
5	0.4644	+-	0.00371244	0.470806	+- 
6	0.2472	+-	0.00370825	0.248697	+- 
7	0.1114	+-	0.00261704	0.116116	+- 
8	0.0487	+-	0.00131698	0.0494453	+- 
9	0.0199	+-	0.00166966	0.0196194	+- 
10	0.0089	+-	0.0011	0.00736367	+- 
11	0.0023	+-	0.0003	0.00264267	+- 
12	0.0012	+-	0.000326599	0.000914121	+- 
13	0.0005	+-	0.000223607	0.000306624	+- 
14	0	+-	0	0.000100205	+- 
15	0.0001	+-	0.0001	3.20231e-05	+- 
16	0	+-	0	1.00373e-05	+- 
17	0	+-	0	3.09319e-06	+- 
18	0	+-	0	9.39063e-07	+- 
19	0	+-	0	2.81324e-07	+- 
20	0	+-	0	8.32818e-08	+- 
