1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.8877	+-	0.00206586	0.893544	+- 
4	0.4672	+-	0.00508331	0.482719	+- 
5	0.178	+-	0.00189737	0.179733	+- 
6	0.0547	+-	0.00151327	0.0530825	+- 
7	0.0135	+-	0.000980363	0.0134505	+- 
8	0.0026	+-	0.000452155	0.00305955	+- 
9	0.0007	+-	0.000213437	0.00064252	+- 
10	0.0001	+-	0.0001	0.000126893	+- 
11	0	+-	0	2.38699e-05	+- 
12	0	+-	0	4.31626e-06	+- 
13	0	+-	0	7.55377e-07	+- 
14	0	+-	0	1.2861e-07	+- 
15	0	+-	0	2.13893e-08	+- 
16	0	+-	0	3.48601e-09	+- 
17	0	+-	0	5.5821e-10	+- 
18	0	+-	0	8.80093e-11	+- 
19	0	+-	0	1.36864e-11	+- 
20	0	+-	0	2.10242e-12	+- 
