1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9992	+-	0.000326599	0.999233	+- 
4	0.9795	+-	0.00122247	0.982799	+- 
5	0.9134	+-	0.00257423	0.917318	+- 
6	0.786	+-	0.00484883	0.792563	+- 
7	0.6281	+-	0.00449061	0.632882	+- 
8	0.466	+-	0.00674949	0.471146	+- 
9	0.3291	+-	0.00406735	0.330496	+- 
10	0.2176	+-	0.00537112	0.220586	+- 
11	0.1378	+-	0.0024074	0.141225	+- 
12	0.0837	+-	0.00334681	0.0872984	+- 
13	0.054	+-	0.00121106	0.0523784	+- 
14	0.0287	+-	0.00166032	0.0306332	+- 
15	0.0164	+-	0.00121289	0.0175235	+- 
16	0.0086	+-	0.00109747	0.00983255	+- 
17	0.0041	+-	0.000546707	0.00542425	+- 
18	0.0031	+-	0.000433333	0.00294772	+- 
19	0.0019	+-	0.000406885	0.00158058	+- 
20	0.0005	+-	0.000166667	0.000837406	+- 
