1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.967	+-	0.00124722	0.968066	+- 
4	0.7639	+-	0.00535921	0.770032	+- 
5	0.4904	+-	0.00571586	0.495051	+- 
6	0.2707	+-	0.0050904	0.269976	+- 
7	0.1247	+-	0.00222136	0.130383	+- 
8	0.0542	+-	0.00232761	0.0574845	+- 
9	0.0242	+-	0.00222511	0.0236292	+- 
10	0.0088	+-	0.00105198	0.00919045	+- 
11	0.0044	+-	0.000426875	0.00341866	+- 
12	0.0014	+-	0.0004	0.00122587	+- 
13	0.0006	+-	0.000266667	0.000426305	+- 
14	0	+-	0	0.000144446	+- 
15	0.0001	+-	0.0001	4.78631e-05	+- 
16	0	+-	0	1.55559e-05	+- 
17	0	+-	0	4.97088e-06	+- 
18	0	+-	0	1.56488e-06	+- 
19	0	+-	0	4.8614e-07	+- 
20	0	+-	0	1.49238e-07	+- 
