1	1	+-	0	1	+- 
2	1	+-	0	1	+- 
3	0.9741	+-	0.00150886	0.974337	+- 
4	0.7931	+-	0.00396779	0.802269	+- 
5	0.5365	+-	0.0053067	0.543387	+- 
6	0.304	+-	0.00410961	0.314713	+- 
7	0.1601	+-	0.00363761	0.162022	+- 
8	0.0765	+-	0.00316667	0.076296	+- 
9	0.0322	+-	0.00213333	0.0335319	+- 
10	0.014	+-	0.00137437	0.0139533	+- 
11	0.0051	+-	0.000766667	0.00555515	+- 
12	0.0023	+-	0.000517472	0.00213254	+- 
13	0.001	+-	0.000298142	0.000794067	+- 
14	0.0003	+-	0.000152753	0.000288124	+- 
15	0.0001	+-	0.0001	0.000102247	+- 
16	0	+-	0	3.55918e-05	+- 
17	0	+-	0	1.21818e-05	+- 
18	0	+-	0	4.10773e-06	+- 
19	0	+-	0	1.36689e-06	+- 
20	0	+-	0	4.49484e-07	+- 
